gene_name	qssm	qupm	reference_label	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
CDK5	2	2	131L	1.5237	1.62544	1.45485	1.28088	1.24243	1.49999	0.871533	1.79285	0.969662	1
CDK6	17	9	131L	1.76214	1.87696	1.43411	1.3008	1.30105	1.3722	0.892855	1.40749	1.07494	1
ATOX1	11	5	131L	1.48874	1.53153	1.33956	1.14614	1.17387	1.43944	0.809084	1.22941	1.03726	1
ZFYVE16	4	4	131L	1.61941	1.73785	1.34827	1.47351	1.37446	1.29035	0.872184	1.19113	1.34231	1
DDX39B	54	17	131L	1.55843	1.55698	1.34381	1.16024	1.13213	1.19095	0.769267	1.36178	0.967885	1
ASRGL1	9	6	131L	1.64097	1.60971	1.3286	1.18498	1.30233	1.48162	0.884225	1.32358	1.07316	1
NAGK	9	6	131L	1.6845	1.73315	1.40712	1.40154	1.25725	1.4391	0.826491	1.45726	1.04214	1
CCNA2	13	6	131L	1.2775	1.27566	1.14689	1.07341	1.10895	1.2265	0.863943	1.21984	1.06304	1
NCBP1	5	4	131L	1.42344	1.63957	1.23855	1.23692	1.03019	1.0662	0.708479	1.52902	1.0905	1
PRPH	2	1	131L	1.72311	1.88378	1.30588	1.54514	1.22522	1.47141	0.661568	1.41879	0.993039	1
UGGT1	9	9	131L	1.53501	1.6118	1.334	1.6248	1.12492	0.94485	0.756189	1.32291	1.05624	1
NAPRT	27	13	131L	1.42886	1.50411	1.16575	1.1555	1.18069	1.34957	0.839408	1.20063	1.08718	1
PHKB	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITSN2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPHX1	2	2	131L	1.07259	1.33911	1.16583	1.29203	1.11718	1.2397	0.779367	1.05674	1.14663	1
GMDS	30	12	131L	1.53721	1.70089	1.2931	1.25789	1.25598	1.4427	0.847731	1.3417	1.0594	1
VAPA	12	7	131L	1.51541	1.70254	1.39934	1.3048	1.12922	1.25263	0.768415	1.41189	1.05134	1
PRCC	16	10	131L	1.59366	1.60667	1.26883	1.15035	1.3192	1.40449	0.916545	1.4171	1.31392	1
TFG	25	10	131L	1.27894	1.28845	1.0944	1.14675	1.12704	1.4157	0.835846	1.16976	1.0664	1
YLPM1	1	1	131L	1.25423	1.05303	0.603973	1.14213	1.32668	1.5916	1.04419	1.21736	1.24574	1
TAF12	1	1	131L	0.914597	1.10878	0.996718	1.05733	1.26308	0.998616	1.01869	1.42295	1.12436	1
GSR	37	18	131L	1.66063	1.82588	1.34116	1.25794	1.2997	1.48867	0.883128	1.43186	1.10346	1
NRBP1	10	8	131L	1.31503	1.58499	1.16839	1.0887	1.13248	1.14773	0.824125	1.27524	1.01241	1
TRAPPC6B	13	8	131L	1.69918	1.87318	1.43906	1.30581	1.31511	1.44846	0.869603	1.45712	1.08521	1
PPT1	9	6	131L	1.71227	1.66166	1.40732	1.23009	1.30045	1.43223	0.876598	1.53239	1.22374	1
HRSP12	6	3	131L	1.42602	1.33816	1.07544	1.10399	1.12637	1.45914	0.824096	1.16926	1.11498	1
BNIP2	3	3	131L	1.59931	1.68826	1.09506	1.15463	1.1834	1.23212	0.830256	1.24906	1.17921	1
LRRFIP2	10	6	131L	1.38915	1.44234	1.12071	0.992725	1.17007	1.15775	0.838974	1.15566	1.1576	1
MRFAP1	1	1	131L	1.26626	1.22356	1.07279	1.0451	1.23457	1.11446	0.783723	1.44303	1.03346	1
PHKB	4	4	131L	1.3335	1.53544	1.04712	1.20807	0.995284	1.0045	0.747941	1.03548	1.04825	1
RPL23	5	3	131L	0.670625	0.863191	1.21166	1.10346	0.770122	0.668011	1.00723	1.36104	1.25899	1
RAB1A	12	7	131L	1.52883	1.65997	1.37104	1.15048	1.20064	1.28095	0.825787	1.33305	1.03964	1
RAN	87	11	131L	1.42571	1.49198	1.22669	1.21811	1.1873	1.40074	0.884811	1.27016	1.07052	1
HDGF	37	12	131L	1.94471	1.92682	1.47771	1.40259	1.41843	1.49838	0.898239	1.36654	1.07814	1
TKTL1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GK|GK3P	4	4	131L	1.46325	1.59171	1.159	1.22816	1.22759	1.3571	0.774199	1.29347	1.07442	1
BZW2	5	5	131L	1.04555	1.03264	1.17668	1.16134	0.7908	0.846695	0.680396	1.31671	0.926567	1
SREBF1	1	1	131L	1.61724	1.58249	1.29957	1.09666	1.18181	1.22293	0.779486	1.20541	1.02145	1
ERCC8	4	3	131L	1.38087	1.56131	1.21281	1.12317	1.15798	1.22233	0.832838	1.26489	1.0778	1
SSBP3	7	3	131L	1.50605	1.64342	1.34817	1.31333	1.30513	1.39935	0.824416	1.42085	1.18061	1
AP2B1	14	9	131L	1.38216	1.45488	1.02063	1.1075	1.08367	0.994589	0.731508	1.05441	0.938118	1
GABARAPL2	13	5	131L	1.49671	1.42069	1.32258	1.27897	1.31508	1.37946	1.0046	1.26092	1.25359	1
IMMT	6	6	131L	1.44967	1.45347	1.12131	1.02911	1.13717	1.26827	0.823676	1.33811	1.10602	1
TPD52L1	5	3	131L	1.43182	1.4776	1.17011	1.15569	1.17592	1.52795	0.840052	1.16047	1.07279	1
KAZN	3	3	131L	1.62413	1.43774	1.29688	1.26043	1.31142	1.4605	0.766757	1.54603	1.01136	1
TPP2	2	2	131L	1.62137	1.62126	1.14117	1.34876	1.35946	1.25476	0.940012	1.31537	1.29022	1
PSMA1	55	16	131L	1.12362	1.26704	1.47106	1.46572	0.996601	1.29194	0.75476	1.40154	0.943829	1
PSMA2	23	9	131L	1.01552	1.0665	1.06062	1.11335	1.03023	1.31314	0.820011	1.10493	1.08302	1
PSMA3	52	13	131L	1.12143	1.33062	1.24088	1.29253	1.0483	1.3051	0.837127	1.29895	1.04733	1
PSMA4	30	9	131L	1.13913	1.4129	1.27898	1.25252	1.03179	1.21507	0.826669	1.31389	1.05947	1
MAPRE3	1	1	131L	1.17753	1.1905	1.1515	1.00968	0.93495	0.910451	0.771653	1.28897	0.859277	1
SF3B5	4	3	131L	1.40339	1.46213	1.5045	1.17603	1.06133	1.03718	0.731847	1.39507	0.932218	1
RPS21	10	3	131L	1.18121	1.14887	1.04203	1.08213	0.949001	1.15246	0.756937	1.28051	1.04794	1
HEXB	35	13	131L	1.52282	1.47708	1.18509	1.14011	1.2417	1.45301	0.85032	1.32465	1.08657	1
CDKN2AIP	3	3	131L	1.27298	1.30206	1.08407	1.02037	1.2261	1.23014	0.851298	1.35175	1.03421	1
KCTD5	2	2	131L	1.50579	1.55513	1.44878	1.20951	1.10289	1.12503	0.825008	1.25549	1.01203	1
RCC2	24	14	131L	1.46818	1.57068	1.26997	1.09277	1.24266	1.14477	0.851993	1.46493	0.960611	1
EPS15	8	7	131L	1.45045	1.55122	1.14477	1.25189	1.19091	1.12351	0.847816	1.32439	1.11575	1
ZFAND5	2	2	131L	1.55571	1.4485	1.10237	1.16968	1.24304	1.3414	0.805288	1.32838	1.04323	1
BAP1	1	1	131L	1.19115	1.19128	0.71253	1.08179	1.10977	0.63226	0.762846	0.665345	0.719032	1
ERO1L	6	6	131L	1.31345	1.45045	1.42148	1.3407	1.03469	1.01589	0.670563	1.62064	0.978395	1
ZNF330	10	7	131L	1.53264	1.55815	1.22465	1.21386	1.22367	1.35617	0.876408	1.41736	1.05315	1
CCNB1	9	5	131L	1.49122	1.61924	1.28979	1.16844	1.21181	1.33741	0.863433	1.38099	1.08921	1
METTL18	2	2	131L	0.874943	1.00638	1.03965	0.986354	1.11313	1.06509	0.832987	1.31019	1.12027	1
CCND3	1	1	131L	1.2678	1.29445	1.01249	1.02193	0.945664	1.36112	0.776114	1.18944	0.965333	1
CDC16	6	6	131L	1.30816	1.49501	1.31449	1.25215	1.08686	1.17008	0.770185	1.35917	1.08015	1
PRKAR2A	8	6	131L	1.60916	1.75204	1.39668	1.30469	1.42993	1.37572	0.911551	1.50858	1.048	1
HBG1	9	1	131L	1.47627	1.69409	1.47928	1.23896	1.19027	1.19776	0.891331	1.40414	1.11775	1
HBG2	5	1	131L	1.28094	1.65101	1.30761	1.02553	1.11096	1.03109	0.729323	1.26832	0.982405	1
MEF2D	3	3	131L	1.38972	1.57279	1.27849	1.11	1.25243	1.22741	0.897467	1.172	1.1368	1
COX5B	4	3	131L	1.83212	2.06863	1.22348	1.17044	1.28801	1.26213	0.863375	1.48401	1.09833	1
CUEDC2	1	1	131L	1.14479	1.31052	1.06032	1.11648	0.937407	1.03934	0.755682	1.03956	1.027	1
SRA1	10	6	131L	1.75969	1.75573	1.36545	1.25804	1.28718	1.41669	0.846809	1.40357	0.971589	1
TNFRSF10B	2	2	131L	1.20385	1.24713	1.03471	0.958165	1.12053	1.18962	0.853404	1.09654	1.11975	1
TPM1	20	7	131L	1.4443	1.60225	1.19563	1.09934	1.13778	1.22815	0.866988	1.20279	1.14189	1
ZBTB34	3	3	131L	1.23023	1.24829	0.989814	1.02576	1.0773	1.21115	0.846003	1.21238	1.04654	1
RNF169	1	1	131L	0.888981	1.06753	1.00974	0.428811	0.588178	0.929029	0.745294	0.866699	0.845372	1
PDPR	18	13	131L	1.5587	1.76105	1.20453	1.266	1.21071	1.0311	0.854801	1.26835	1.06732	1
GALM	4	4	131L	1.74842	1.83773	1.43026	1.35437	1.51848	1.45256	0.954661	1.75535	1.07577	1
PRKAB1	3	2	131L	1.76522	1.97793	1.4814	1.58276	1.40852	1.34667	0.976804	1.66765	1.07668	1
RAE1	2	2	131L	1.49279	1.70892	1.42642	1.33472	1.1372	1.22378	0.837626	1.69969	0.968544	1
CAPN2	26	11	131L	1.66211	1.65849	1.27263	1.25272	1.29712	1.44987	0.893529	1.38986	1.05401	1
EFTUD2	92	35	131L	1.6298	1.70491	1.17956	1.37772	1.22846	1.21554	0.869593	1.18329	1.10183	1
EXOSC7	25	12	131L	1.47872	1.60298	1.24523	1.33191	1.18492	1.47477	0.824017	1.29477	1.0481	1
MANF	14	8	131L	1.45555	1.50226	1.14949	1.07322	1.1184	1.30368	0.828191	1.19496	1.05194	1
PGRMC2	1	1	131L	1.05919	1.19037	1.03747	1.06525	0.956073	1.03259	0.690072	1.10535	1.01033	1
MYOM1	1	1	131L	0.757309	0.513796	1.18315	0.88464	0.975692	1.13249	0.887427	1.54914	1.37213	1
UBA52	1	1	131L	1.012	1.29735	1.06847	1.23745	0.802004	0.935241	0.658787	1.27671	0.978976	1
SH3GL1	3	3	131L	1.2494	1.23155	1.09771	1.03009	0.997174	1.16866	0.780173	1.31971	0.98775	1
LIN7C	3	3	131L	1.62095	1.78391	1.33694	1.24833	1.23762	1.21134	0.871627	1.44987	1.0822	1
BLOC1S4	3	1	131L	1.91303	2.05604	1.56118	1.43849	1.3867	1.41053	0.900095	1.58916	1.08739	1
GLUD2	4	3	131L	1.47301	1.84678	1.34613	1.24698	1.30313	1.31047	0.886412	1.22885	1.10703	1
RDH10	1	1	131L	1.53802	2.1245	1.46168	1.59605	1.20029	1.88513	0.966216	1.61371	1.31094	1
INPP1	3	3	131L	1.85018	1.92914	1.31478	1.32432	1.36043	1.5033	0.903625	1.39847	1.08811	1
SUGP1	2	2	131L	1.35593	1.46392	1.12424	1.01262	1.12787	1.04661	0.740456	1.34878	1.0061	1
POLD4	2	1	131L	1.38513	1.46421	1.05517	1.10561	1.18538	1.36186	0.807935	1.31265	1.06873	1
MRPL49	2	2	131L	1.51786	1.67514	1.31691	1.11765	1.23212	1.24625	0.843809	1.29322	1.06757	1
UBE2V1	17	5	131L	1.38347	1.51483	1.14701	1.22961	1.07444	1.24553	0.761665	1.16277	0.981777	1
DYNC1I2	13	6	131L	1.56925	1.55863	1.06769	1.09264	1.21176	1.24979	0.85797	1.28745	1.09166	1
SKP1	33	10	131L	1.74844	1.89298	1.36903	1.36753	1.26381	1.43932	0.856509	1.44333	1.06556	1
TRAF4	1	1	131L	1.04891	0.980333	0.833097	0.863025	1.03142	0.982394	0.687099	0.889053	1.15402	1
GNAQ	2	2	131L	1.49222	1.40973	1.2871	1.31152	1.14248	1.33418	0.801506	1.22441	1.10254	1
ARL8A	5	2	131L	1.76462	1.5056	1.1753	1.34188	1.33372	1.55908	0.90315	1.34997	1.13826	1
TLK2	7	6	131L	1.50611	1.6654	1.11151	1.22046	1.09298	0.863784	0.731141	1.16318	0.898537	1
PSMC2	49	21	131L	1.00204	1.18868	1.25643	1.21578	0.950559	1.10831	0.80694	1.21332	1.00829	1
PFAS	22	15	131L	1.5873	1.7875	1.30833	1.41405	1.38656	1.3213	0.931203	1.22299	1.19185	1
MTDH	6	6	131L	1.46612	1.38694	1.26197	1.18007	1.16138	1.47417	0.799125	1.46126	1.07462	1
UBE2F	8	4	131L	1.76384	1.74196	1.33638	1.24881	1.34049	1.3948	0.948529	1.50874	1.08795	1
FBXO5	7	6	131L	1.2945	1.41071	1.09034	1.16637	1.1666	1.40349	0.846159	1.37583	1.1111	1
FBXO4	1	1	131L	1.98237	2.46499	2.04677	1.43484	1.58827	1.31574	1.13242	2.1834	1.07445	1
FAM160B1	1	1	131L	1.40983	1.37931	0.769447	1.11104	1.10654	0.861124	0.792761	1.20952	0.983157	1
FBN3|ACYP1	13	6	131L	1.72818	1.84833	1.47287	1.23269	1.3207	1.36572	0.891119	1.44565	1.09462	1
ATXN2	1	1	131L	1.27615	1.43277	1.09748	1.1328	1.17821	1.24202	0.883665	1.29875	1.14619	1
ANAPC4	4	3	131L	1.31967	1.61211	1.10042	1.22998	1.04235	0.893992	0.797855	1.16228	0.987838	1
ANAPC5	1	1	131L	0.965053	1.27691	1.17688	1.21851	1.05384	1.0945	0.828848	1.63637	1.10697	1
ANAPC7	4	4	131L	0.947125	0.976887	1.05221	1.05143	0.91403	1.08149	0.775945	1.19686	1.34085	1
CDC23	4	4	131L	1.02676	1.2118	1.17633	1.13933	0.852236	0.970189	0.722442	1.36991	0.990703	1
ATP5D	4	2	131L	1.65553	1.76639	1.40394	1.23067	1.10034	1.22611	0.738586	1.2827	1.09466	1
PRDX3	43	8	131L	1.49526	1.57936	1.20812	1.40752	1.13812	1.43793	0.803626	1.24947	0.984949	1
PRDX6	106	20	131L	1.6173	1.71914	1.24309	1.36999	1.24312	1.48399	0.833416	1.31501	1.01101	1
ERP29	20	7	131L	1.68562	1.7337	1.31325	1.31526	1.17943	1.32135	0.820007	1.43749	1.14328	1
BLVRB	11	6	131L	1.64473	1.73637	1.37334	1.18081	1.20605	1.19981	0.92596	1.47283	1.12349	1
C21orf33	32	11	131L	1.60134	1.71027	1.21185	1.10704	1.34582	1.50667	0.914916	1.36681	1.13293	1
PRDX5	42	6	131L	1.55686	1.6818	1.23236	1.26167	1.23002	1.42057	0.784652	1.28595	1.02579	1
GCHFR	3	2	131L	1.79266	1.57457	1.30406	1.36498	1.20171	1.28579	0.780483	1.31127	1.0311	1
DDT	16	5	131L	1.31965	1.30172	1.13316	1.03117	1.13056	1.28163	0.80471	1.20233	1.08363	1
ATG16L1	10	8	131L	1.60287	1.67158	1.31571	1.23909	1.23432	1.22043	0.834185	1.42074	1.06558	1
SYNRG	8	6	131L	1.76055	1.85338	1.30069	1.51901	1.37264	1.36645	0.964697	1.33015	1.19757	1
ZMYM3	1	1	131L	1.45108	1.80732	1.21025	1.28743	1.17651	1.00411	0.804851	1.2974	1.06728	1
FBXW9	2	2	131L	1.64138	1.71457	1.13382	1.14957	1.34263	1.53761	0.931972	1.28544	1.19578	1
HEXIM1	13	8	131L	1.44555	1.37929	1.17583	1.30524	1.08961	1.38061	0.767386	1.26537	0.983225	1
RPL27	4	3	131L	0.222407	0.365129	0.903152	1.15136	0.39434	0.474854	1.03933	1.23108	1.26501	1
ZNHIT3	2	2	131L	1.48145	1.65836	1.35123	1.14329	1.26496	1.23491	0.804177	1.43133	1.13605	1
MED1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIP13	6	4	131L	0.91993	1.07516	0.900201	0.774648	0.802918	0.732785	0.659781	1.56066	0.837466	1
TSSC1	7	5	131L	1.60606	1.70101	1.41225	1.25436	1.24589	1.28469	0.869029	1.40956	1.09658	1
RFC2	2	2	131L	1.20506	1.23238	0.936735	0.959533	0.795848	0.852359	0.648666	2.10289	0.893992	1
ATG3	14	10	131L	1.70308	1.96049	1.36017	1.42131	1.32199	1.41299	0.920272	1.53964	1.08957	1
MEF2C	1	1	131L	1.07428	1.34132	0.941843	0.973803	0.884954	0.780839	0.641991	1.03537	1.27123	1
MPG	1	1	131L	1.18484	1.2356	3.28394	1.14058	1.05979	1.07491	0.832477	1.20276	0.861055	1
ZNF691	5	5	131L	1.20677	1.45671	1.15991	1.14486	1.08732	1.32458	0.843445	1.38595	1.03179	1
PML	8	8	131L	1.5154	1.69979	1.32893	1.27817	1.17983	1.11439	0.820775	1.4249	1.15703	1
EP300	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFS7	1	1	131L	1.78328	1.74855	1.42628	1.39601	1.24952	1.55286	1.0597	1.62707	1.10781	1
NHP2	1	1	131L	1.71919	2.07533	1.83385	1.61324	1.14489	1.12816	0.907906	1.79477	1.09728	1
TSR3	1	1	131L	1.3354	1.47732	1.20797	1.12065	1.1624	1.23577	0.842393	1.24438	0.961095	1
TIAL1	2	2	131L	1.71054	1.96695	1.40458	1.287	1.36152	1.22582	0.86906	1.52814	1.0078	1
SPTBN1	15	15	131L	1.16079	1.08465	0.854414	1.07824	1.03573	1.02342	0.717462	0.844677	0.88063	1
PARN	1	1	131L	1.31259	1.29297	1.33419	1.1533	1.08883	1.09721	0.784103	1.47552	0.97988	1
MTSS1L	4	4	131L	1.26941	1.43561	0.974686	1.09822	1.09655	1.04343	0.839026	1.02419	1.01696	1
NA|ARPC4	15	8	131L	1.65869	2.0426	1.49946	1.39194	1.28938	1.36684	0.887737	1.55677	1.06672	1
NMNAT1	2	2	131L	1.31294	1.6894	0.901012	0.863782	0.857517	1.30153	0.649373	1.32124	0.979613	1
NECAP1	4	3	131L	1.75583	1.76889	1.26819	1.09631	1.29038	1.32811	0.810497	1.41217	1.0328	1
PHC2	1	1	131L	1.54792	1.25007	1.01368	2.21465	1.04326	1.6638	0.730273	1.55119	1.01873	1
RRBP1	4	4	131L	0.697803	0.883563	1.03053	1.32425	0.822508	0.819382	1.181	1.14979	1.35979	1
CIAPIN1	10	7	131L	1.47646	1.5779	1.25119	1.1242	1.17653	1.18231	0.77709	1.61743	1.10535	1
FUCA2	14	11	131L	1.61213	1.62907	1.21631	1.28408	1.26505	1.48126	0.838476	1.34883	1.06818	1
RHOC	5	2	131L	1.85791	2.3469	1.65062	1.59125	1.28147	1.27398	0.758277	1.79675	0.916814	1
ALDH1A1	62	19	131L	1.63232	1.6669	1.36231	1.19994	1.32249	1.45688	0.874839	1.41995	1.11141	1
QKI	2	1	131L	1.09917	1.16094	1.06021	0.969536	1.10813	1.22465	0.781136	1.17067	1.06644	1
PDSS2	3	3	131L	1.59179	1.58632	1.23439	1.30253	1.24424	1.50195	0.878851	1.24553	1.08109	1
SLIRP	7	5	131L	1.36208	1.61927	1.32538	1.09847	1.30588	1.3559	0.689433	1.39796	1.01784	1
CCDC90B	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGLN1	4	4	131L	1.13336	1.18506	1.0448	0.993155	1.07429	1.16647	0.851205	1.1477	1.06076	1
NIF3L1	24	13	131L	1.59587	1.96792	1.38603	1.34121	1.24189	1.40526	0.855777	1.50771	1.03683	1
BAI3	2	1	131L	0.907932	1.08723	1.01289	0.944273	1.02416	1.06136	0.86533	1.11004	1.1967	1
NARF	6	5	131L	1.23862	1.4182	1.09209	1.06391	1.1452	1.22342	0.761929	1.26154	1.14263	1
BCAP29	2	2	131L	1.2293	1.85779	1.51609	1.37716	1.07828	1.13475	0.798868	1.46212	1.03306	1
BNIP2	3	2	131L	1.30966	1.38097	1.04938	1.11157	1.13537	1.39022	0.768329	1.25499	1.11417	1
SNAPC5	1	1	131L	1.39709	1.27682	1.37084	1.01576	1.10808	1.10837	0.694009	1.15149	0.954325	1
SMC3	38	31	131L	2.18259	2.37234	1.58565	1.78948	1.48434	1.22556	0.961191	1.31664	1.28772	1
SZRD1	9	4	131L	1.663	1.56046	1.31028	1.13092	1.22845	1.41517	0.809949	1.3547	1.08129	1
C1orf50	7	4	131L	1.14114	1.16381	1.03685	1.18281	1.16002	1.49771	0.80935	1.16035	1.23405	1
LMAN2	1	1	131L	0.836518	1.08515	1.09549	1.29432	0.827019	0.977524	0.979062	1.57206	1.19406	1
ILF3	21	12	131L	1.3619	1.42585	1.17409	1.34687	1.10609	0.99272	0.869532	1.1805	1.08868	1
ILF2	10	8	131L	1.50981	1.63213	1.47252	1.48337	1.26785	1.45455	0.99647	1.50252	1.12266	1
VEPH1	2	1	131L	1.51093	0.673428	0.793301	0.152913	1.45956	0.143139	1.04509	0.279011	0.0959735	1
BAX	12	5	131L	1.5957	1.63305	1.28859	1.18561	1.23285	1.30792	0.852003	1.30453	1.03732	1
SSB	34	19	131L	1.70724	1.64154	1.35679	1.29623	1.18396	1.25841	0.805832	1.33015	0.945284	1
NQO1	8	6	131L	1.5704	1.65315	1.30891	1.31086	1.23737	1.32542	0.786006	1.72413	0.937832	1
GTSF1	28	7	131L	1.63019	1.62429	1.2594	1.19725	1.31756	1.41952	0.869413	1.41189	1.13362	1
CRYBB1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMSB4X	4	1	131L	1.32016	1.50072	1.10039	1.26439	1.14792	1.34774	0.556062	1.02446	0.973433	1
MAP1B	46	35	131L	1.17036	1.20049	0.94665	1.41685	1.15588	1.08066	0.849295	0.911999	1.01065	1
SAR1A	3	2	131L	2.61453	1.83818	1.93215	2.09547	1.56352	2.02135	0.688231	2.13688	0.748153	1
DDX21	1	1	131L	1.1349	1.37882	0.867289	0.865672	1.26028	1.34823	0.786282	1.53128	1.19872	1
POLE4	1	1	131L	1.80297	1.65156	1.16485	1.32283	1.37666	1.59749	0.843971	1.46165	1.07157	1
MCM2	12	10	131L	0.998729	1.20906	1.03235	1.03936	0.865823	0.780684	0.668169	1.79959	0.980375	1
SEC23B	17	10	131L	1.3217	1.27102	1.09548	1.07321	1.08358	1.12205	0.83227	1.21991	1.06657	1
PPP1R7	18	13	131L	1.76505	1.78845	1.41209	1.36888	1.33216	1.39938	0.892103	1.41346	1.12853	1
RBPJ	8	7	131L	1.29794	1.30464	0.979446	1.11071	1.2601	1.45747	0.936513	1.2572	1.14223	1
ELP4	15	11	131L	1.21273	1.38019	1.20132	1.3001	1.10366	1.32489	0.812737	1.27493	1.04402	1
SIRT1	3	3	131L	1.35531	1.44134	1.03445	1.18888	1.1382	1.08902	0.786972	1.20752	1.07384	1
SIK3	1	1	131L	1.04742	1.19329	1.1895	1.04037	1.0419	0.924591	0.823607	1.05336	1.26386	1
YRDC	5	3	131L	1.66245	1.59436	1.26874	1.23246	1.35737	1.37977	0.81631	1.49933	1.00903	1
AMPD2	32	19	131L	1.47694	1.64227	1.09075	1.29344	1.16548	1.09423	0.8781	1.162	1.11664	1
AMPD3	6	4	131L	1.38791	1.56309	1.14123	1.25793	1.17424	1.03911	0.873251	1.22859	1.04083	1
TES	31	16	131L	1.59154	1.72449	1.34211	1.21202	1.20105	1.19083	0.798655	1.42909	0.971035	1
STMN1	112	9	131L	1.54273	1.67419	1.23874	1.35847	1.17617	1.41201	0.826027	1.3259	1.04562	1
VPS13C	11	11	131L	1.33005	1.48201	1.17632	1.26717	1.21171	1.10275	0.868455	0.940796	0.983754	1
EIF2S2	8	6	131L	1.32481	1.45477	1.19554	1.07872	1.03015	1.17653	0.897243	1.32146	1.04252	1
ATP5A1	45	21	131L	1.47826	1.66706	1.35767	1.21533	1.06963	1.21587	0.747613	1.28637	1.03056	1
GSTO1	1	1	131L	1.32842	1.54394	1.2327	1.38735	1.0496	1.10249	0.757124	1.39827	1.01599	1
TRAPPC3	8	4	131L	1.82069	1.76889	1.43722	1.2782	1.31908	1.39692	0.921535	1.56484	1.07887	1
TIMM44	2	2	131L	1.5055	1.45233	1.11054	0.998355	1.11555	1.42356	0.845537	1.35348	0.880697	1
NPC2	11	5	131L	1.57454	1.57758	1.16931	1.19278	1.26979	1.40396	0.799227	1.23803	1.07424	1
GPS1	35	13	131L	1.48686	1.6341	1.36708	1.38243	1.23495	1.42886	0.863694	1.44073	1.087	1
PAOX	1	1	131L	1.02426	1.10852	1.09947	1.12303	0.861099	1.17174	0.682282	0.925803	0.871603	1
BEX4	1	1	131L	1.02302	1.19875	0.883119	0.733405	1.06006	0.952191	0.608426	1.28527	1.07687	1
PSAP	38	16	131L	1.65906	1.94179	1.25737	1.43782	1.24315	1.31665	0.726297	1.30199	1.02556	1
NR2C2AP	2	2	131L	1.07495	1.28153	1.07108	1.04914	1.13467	1.09788	0.928098	1.12077	1.12829	1
HSPA4L	7	5	131L	1.16874	1.2711	0.972348	1.06703	0.988653	1.12895	0.712499	1.38847	0.941568	1
HSPA2	1	1	131L	1.36751	1.30614	1.03206	1.17597	1.31743	1.12755	1.03232	1.31401	1.17711	1
GLRX3	4	3	131L	1.28313	1.38587	1.04146	1.0173	1.04055	1.05225	0.803747	1.3085	1.06453	1
PNP	112	19	131L	1.64464	1.68173	1.3075	1.30629	1.28254	1.46189	0.849323	1.38885	1.07098	1
HPRT1	56	10	131L	1.51789	1.5679	1.27552	1.19744	1.26611	1.44692	0.871881	1.33522	1.09978	1
PMPCA	16	13	131L	1.79492	1.71483	1.37642	1.20116	1.27032	1.28107	0.845363	1.56927	1.09093	1
COPS8	8	4	131L	1.54445	1.72167	1.38515	1.32322	1.24621	1.45123	0.885142	1.33961	1.04131	1
HMBS	42	10	131L	1.52164	1.57778	1.03616	1.17614	1.17924	1.4616	0.767515	1.30443	0.997014	1
PPP6R2	1	1	131L	1.32124	1.43705	1.06689	0.797286	0.983761	0.973784	0.641317	0.962058	0.762276	1
NFATC2IP	2	1	131L	1.47036	1.52919	1.15633	1.20048	1.16648	1.30442	0.768745	1.25953	0.988335	1
ATE1	2	2	131L	1.34194	1.39564	0.969032	1.16293	1.11842	1.27993	0.763317	1.31601	0.953474	1
ZNRF2	4	3	131L	1.21304	1.38026	1.04842	1.1697	1.18073	1.33433	0.789541	1.34134	1.03292	1
NUDT9	2	2	131L	1.38425	1.79032	1.47767	0.956523	1.33306	1.21613	0.934024	1.81833	0.98614	1
HELQ	1	1	131L	1.55857	1.71347	1.02476	1.36833	1.26712	1.17003	0.83948	1.40263	1.12807	1
RPL10A	8	6	131L	0.248258	0.483106	1.0994	1.16168	0.402439	0.375553	1.11111	1.42666	1.34995	1
PSMB5	51	11	131L	1.0363	1.16786	1.11008	1.18976	0.98343	1.19899	0.791052	1.19278	1.03891	1
PSMB4	11	4	131L	0.967752	1.16022	1.17548	1.14309	0.995922	1.06878	0.775455	1.13924	1.06535	1
PSMB6	19	6	131L	1.12557	1.52609	1.37989	1.34058	1.05014	1.10817	0.80168	1.35916	1.05721	1
LIMD2	2	2	131L	1.7683	1.75116	1.34622	1.22593	1.21132	1.37295	0.92745	1.37076	1.1373	1
TXNDC12	13	7	131L	1.33558	1.30459	1.18118	1.11019	1.12682	1.29232	0.809582	1.30725	1.0325	1
HDHD3	5	4	131L	1.40411	1.57996	1.23446	1.21002	1.21614	1.24194	0.853051	1.2441	1.06985	1
ZNF207	18	7	131L	1.47127	1.44054	1.32225	1.17955	1.16294	1.2619	0.864457	1.35367	1.08089	1
OCM	1	1	131L	1.47614	1.55581	1.2916	1.07886	1.21521	1.35278	0.916182	1.43776	1.09861	1
